Desc	Family	JU1373	NIC58	PX356	PX439	PX506	CLATE	CBRIG	CELEG	CINOP	CNIGO	CSINI
null	OG0016138	1	1	1	0	1	1	1	0	0	1	1
null	OG0016139	1	2	0	0	0	0	0	0	0	0	0
null	OG0016140	2	1	0	1	0	0	0	0	0	3	0
null	OG0016141	1	1	1	1	1	0	0	0	0	0	0
null	OG0016142	4	4	0	0	0	0	0	0	0	0	0
null	OG0016143	1	1	1	1	1	1	0	0	0	1	1
null	OG0016144	3	3	0	0	0	0	0	0	0	0	0
null	OG0016145	1	1	0	0	0	0	1	0	0	1	2
null	OG0016146	1	1	1	1	0	2	0	0	0	0	0
null	OG0016147	3	5	0	0	0	0	0	0	0	0	0
null	OG0016148	2	3	0	0	0	0	0	0	0	0	0
null	OG0016149	1	0	1	0	1	0	0	2	0	0	1
null	OG0016150	1	1	0	0	0	1	1	1	0	1	0
null	OG0016151	1	0	1	1	1	1	0	0	0	1	1
null	OG0016152	1	1	1	1	1	0	1	1	0	0	0
null	OG0016153	1	1	1	1	1	1	0	0	0	1	0
null	OG0016154	1	1	1	1	1	1	1	0	0	1	0
null	OG0016155	1	1	1	1	1	1	0	1	0	0	0
null	OG0016156	1	1	0	0	0	1	1	1	1	1	0
null	OG0016157	4	4	0	0	0	0	0	0	0	0	0
null	OG0016158	1	1	0	0	0	0	1	1	1	1	1
null	OG0016159	4	4	0	0	0	0	0	0	0	0	0
null	OG0016160	1	1	0	0	0	0	1	2	0	1	0
null	OG0016161	2	1	0	0	0	0	0	0	0	0	3
null	OG0016162	1	1	1	1	1	0	0	0	1	0	1
null	OG0016163	1	1	0	0	0	0	1	1	1	1	0
null	OG0016164	1	0	0	0	0	0	1	1	2	1	1
null	OG0016165	1	1	1	0	1	1	1	0	0	0	1
null	OG0016166	1	0	1	1	1	0	1	1	1	1	0
null	OG0016167	1	2	1	0	0	0	0	0	0	1	0
null	OG0016168	1	1	1	0	0	0	1	1	0	1	1
null	OG0016169	1	1	1	1	0	1	0	0	0	1	1
null	OG0016170	4	4	0	0	0	0	0	0	0	0	0
null	OG0016171	1	0	0	0	0	0	1	1	1	1	0
null	OG0016172	1	1	0	1	0	0	1	1	1	1	0
null	OG0016173	1	0	2	0	1	0	1	0	0	1	1
null	OG0016174	1	0	0	0	1	0	2	1	0	1	1
null	OG0016175	1	1	0	0	0	0	1	1	2	1	1
null	OG0016176	1	1	1	1	1	1	0	0	0	1	1
null	OG0016177	1	1	1	1	0	1	1	1	1	0	0
null	OG0016178	1	0	1	1	0	0	1	1	0	0	1
null	OG0016179	1	1	1	1	1	1	0	0	0	1	1
null	OG0016180	1	1	0	0	2	1	0	0	0	0	0
null	OG0016181	1	1	0	0	1	0	1	0	1	0	1
null	OG0016182	1	1	1	0	1	0	1	1	0	0	1
null	OG0016183	1	1	1	1	1	1	0	0	0	1	1
null	OG0016184	1	1	0	0	1	0	1	0	0	2	1
null	OG0016185	1	1	1	1	1	1	0	1	0	0	0
null	OG0016186	4	4	0	0	0	0	0	0	0	0	0
null	OG0016187	1	1	1	0	2	0	0	0	0	0	2
null	OG0016188	1	1	0	0	1	0	1	1	0	0	1
null	OG0016189	1	1	0	0	0	0	2	0	1	1	1
null	OG0016190	1	1	1	1	1	1	1	1	0	0	0
null	OG0016191	4	4	0	0	0	0	0	0	0	0	0
null	OG0016192	1	1	1	0	1	0	0	1	0	1	1
null	OG0016193	1	1	1	0	1	0	1	1	1	1	0
null	OG0016194	1	1	0	0	0	0	1	0	0	1	2
null	OG0016195	1	0	1	0	1	0	1	0	0	1	1
null	OG0016196	1	0	0	0	0	0	1	1	1	1	1
null	OG0016197	1	1	0	0	0	0	1	1	1	1	1
null	OG0016198	1	0	1	1	1	1	0	0	1	0	1
null	OG0016199	2	6	0	0	0	0	0	0	0	0	0
null	OG0016200	1	1	1	1	1	1	0	0	0	1	1
null	OG0016201	2	2	0	0	0	0	0	1	1	1	1
null	OG0016202	1	1	1	0	1	2	0	0	0	1	1
null	OG0016203	1	1	0	0	1	0	1	1	0	1	1
null	OG0016204	1	1	1	1	1	0	0	0	1	0	0
null	OG0016205	2	1	0	0	1	0	1	0	0	1	1
null	OG0016206	1	1	0	0	1	0	1	1	0	1	1
null	OG0016207	4	4	0	0	0	0	0	0	0	0	0
null	OG0016208	4	4	0	0	0	0	0	0	0	0	0
null	OG0016209	1	1	1	1	1	1	0	0	0	0	0
null	OG0016210	1	1	1	1	1	1	1	0	1	0	0
null	OG0016211	4	4	0	0	0	0	0	0	0	0	0
null	OG0016212	1	1	0	0	0	0	1	2	0	0	1
null	OG0016213	1	1	1	0	0	0	1	1	0	0	1
null	OG0016214	2	2	0	0	0	0	0	0	0	0	0
null	OG0016215	3	5	0	0	0	0	0	0	0	0	0
null	OG0016216	3	5	0	0	0	0	0	0	0	0	0
null	OG0016217	4	4	0	0	0	0	0	0	0	0	0
null	OG0016218	1	1	1	0	1	0	1	1	1	1	0
null	OG0016219	1	1	1	1	1	1	0	1	0	0	0
null	OG0016220	1	1	1	1	1	2	0	0	0	0	0
null	OG0016221	1	1	1	1	1	0	1	0	0	0	1
null	OG0016222	2	2	0	0	0	0	0	0	1	1	1
null	OG0016223	1	1	1	1	1	1	1	0	0	1	0
null	OG0016224	1	1	1	1	1	1	0	1	1	0	0
null	OG0016225	2	2	0	0	0	0	0	1	0	0	0
null	OG0016226	1	1	0	0	1	0	1	2	1	1	0
null	OG0016227	4	4	0	0	0	0	0	0	0	0	0
null	OG0016228	1	1	1	1	1	1	0	0	0	2	0
null	OG0016229	1	1	0	0	0	0	0	0	0	0	1
null	OG0016230	1	1	0	0	0	0	1	1	2	1	0
null	OG0016231	1	1	0	0	1	0	0	1	0	1	1
null	OG0016232	1	1	0	0	0	0	0	1	3	0	1
null	OG0016233	2	2	0	0	0	0	1	0	0	0	0
null	OG0016234	1	2	1	1	1	1	0	0	0	0	1
null	OG0016235	5	3	0	0	0	0	0	0	0	0	0
null	OG0016236	1	1	0	0	1	0	1	0	0	1	1
null	OG0016237	1	1	0	0	0	0	0	0	0	0	0
null	OG0016238	1	1	0	0	0	0	0	1	0	1	2
null	OG0016239	1	1	1	0	1	0	1	0	0	1	1
null	OG0016240	1	1	1	1	0	0	0	0	1	1	1
null	OG0016241	1	1	0	1	1	1	1	1	0	0	0
null	OG0016242	1	1	0	0	1	1	1	0	0	1	1
null	OG0016243	1	1	0	0	0	0	1	1	0	0	2
null	OG0016244	1	0	1	0	1	1	0	1	0	0	1
null	OG0016245	1	1	1	1	1	1	0	0	0	1	0
null	OG0016246	1	1	1	1	1	0	0	0	0	1	2
null	OG0016247	1	1	0	0	0	1	1	1	1	1	0
null	OG0016248	1	1	1	0	0	1	1	1	0	1	0
null	OG0016249	4	4	0	0	0	0	0	0	0	0	0
null	OG0016250	3	3	0	0	0	1	0	0	1	0	0
null	OG0016251	1	1	0	1	1	1	1	0	0	0	1
null	OG0016252	1	1	0	0	1	0	1	1	0	1	1
null	OG0016253	1	1	1	0	1	0	0	0	0	1	1
null	OG0016254	1	2	0	0	0	0	1	0	0	1	1
null	OG0016255	1	1	1	1	1	1	1	1	0	0	0
null	OG0016256	1	1	0	1	1	1	0	0	0	1	0
null	OG0016257	1	1	1	1	0	1	0	0	0	2	1
null	OG0016258	1	1	1	1	0	1	0	0	0	1	1
null	OG0016259	1	0	1	1	1	1	0	0	0	1	1
null	OG0016260	1	2	0	0	0	0	2	0	0	3	0
null	OG0016261	1	1	1	1	2	1	0	0	0	0	0
null	OG0016262	1	1	1	0	1	0	1	1	1	1	0
null	OG0016263	1	1	1	0	0	0	1	1	1	1	1
null	OG0016264	1	0	1	1	1	1	0	0	0	0	1
null	OG0016265	1	0	1	1	1	1	0	0	0	1	1
null	OG0016266	1	1	1	1	1	0	0	0	0	0	1
null	OG0016267	1	1	1	1	2	1	0	0	0	0	0
null	OG0016268	1	1	2	1	1	1	0	0	0	1	0
null	OG0016269	1	1	1	1	1	1	0	1	0	0	0
null	OG0016270	2	2	0	0	0	0	1	0	1	0	0
null	OG0016271	1	1	0	0	1	0	1	1	1	0	0
null	OG0016272	1	0	0	0	0	1	1	1	1	1	0
null	OG0016273	1	1	0	0	0	0	1	1	1	2	0
null	OG0016274	1	1	0	0	0	0	1	1	1	1	0
null	OG0016275	1	1	1	1	1	1	1	0	0	0	0
null	OG0016276	1	0	1	1	1	1	0	0	1	1	1
null	OG0016277	3	2	0	0	0	0	0	0	0	0	3
null	OG0016278	1	1	1	0	1	0	1	0	0	1	1
null	OG0016279	1	1	0	0	1	0	1	1	1	1	0
null	OG0016280	1	1	1	1	0	1	0	0	0	1	1
null	OG0016281	1	1	0	0	0	0	2	1	0	2	1
null	OG0016282	1	1	0	0	1	0	1	1	0	1	1
null	OG0016283	1	0	0	1	1	1	0	0	1	1	1
null	OG0016284	1	1	1	1	0	1	0	0	0	2	0
null	OG0016285	1	0	1	1	1	1	1	1	0	1	0
null	OG0016286	1	1	1	0	1	1	1	1	0	1	0
null	OG0016287	1	1	0	0	0	0	1	1	0	1	1
null	OG0016288	1	1	1	1	1	1	0	0	0	1	0
null	OG0016289	1	1	0	0	1	0	1	1	1	0	1
null	OG0016290	1	1	0	0	1	0	1	1	1	1	0
null	OG0016291	1	2	1	1	1	1	0	0	0	0	0
null	OG0016292	1	1	0	2	1	1	0	0	0	0	0
null	OG0016293	1	1	1	1	0	1	0	0	0	0	1
null	OG0016294	1	1	1	1	1	0	0	0	0	1	0
null	OG0016295	1	1	1	0	0	0	1	1	1	1	0
null	OG0016296	1	1	0	0	0	0	1	1	0	1	1
null	OG0016297	1	1	1	1	1	1	0	0	0	1	0
null	OG0016298	1	0	1	1	1	1	1	1	0	0	0
null	OG0016299	1	1	0	0	1	0	0	1	0	1	1
null	OG0016300	1	1	0	0	0	1	1	1	1	1	0
null	OG0016301	1	1	0	0	1	0	0	1	1	1	1
null	OG0016302	1	1	1	1	0	0	0	0	0	0	1
null	OG0016303	1	1	1	0	1	0	1	1	0	0	1
null	OG0016304	1	1	1	0	0	0	0	1	0	1	1
null	OG0016305	1	1	0	0	0	0	0	0	0	2	1
null	OG0016306	2	1	0	0	0	0	0	1	2	1	1
null	OG0016307	1	1	0	0	0	0	0	0	1	3	1
null	OG0016308	1	1	1	1	1	1	0	0	1	0	0
null	OG0016309	1	2	0	0	0	0	0	0	0	0	0
null	OG0016310	1	1	0	0	0	0	1	1	1	1	1
null	OG0016311	1	1	1	1	0	1	0	0	1	1	0
null	OG0016312	0	1	0	0	0	0	0	1	0	6	0
null	OG0016313	0	1	1	0	1	1	1	1	0	1	0
null	OG0016314	0	1	1	0	1	0	0	0	0	2	1
null	OG0016315	0	1	0	0	1	1	1	1	1	0	1
null	OG0016316	0	1	1	0	1	1	1	0	0	1	1
null	OG0016317	0	1	0	0	0	0	1	1	1	1	1
null	OG0016318	0	1	1	1	1	0	0	1	0	1	1
null	OG0016319	0	1	1	1	1	0	1	1	0	1	0
null	OG0016320	0	1	0	1	1	0	1	1	1	1	1
null	OG0016321	0	1	1	0	1	4	0	0	0	0	0
null	OG0016322	0	1	1	0	1	1	1	1	1	1	0
null	OG0016323	0	1	1	0	1	1	1	1	0	1	0
null	OG0016324	0	1	0	0	0	0	1	1	1	1	1
null	OG0016325	0	1	0	0	0	0	1	1	1	1	1
null	OG0016326	0	1	1	1	1	2	0	0	0	0	1
null	OG0016327	0	1	1	1	1	1	0	0	0	0	1
null	OG0016328	0	1	1	0	1	0	1	1	0	1	1
null	OG0016329	0	3	1	0	0	1	0	0	0	0	2
null	OG0016330	0	1	0	0	1	0	1	1	1	1	1
null	OG0016331	0	1	1	0	1	1	1	1	0	1	0
null	OG0016332	0	1	1	1	0	1	1	0	0	1	1
null	OG0016333	0	1	0	0	0	0	1	1	1	1	1
null	OG0016334	0	0	1	4	1	1	0	0	0	0	0
null	OG0016335	0	0	1	1	1	1	1	1	1	1	0
null	OG0016336	0	0	1	1	1	1	1	0	0	1	1
null	OG0016337	0	0	1	1	1	1	0	0	0	1	2
null	OG0016338	0	0	1	1	1	1	0	0	1	1	1
null	OG0016339	0	0	1	1	1	0	1	1	1	1	0
null	OG0016340	0	0	1	1	1	1	0	0	0	2	0
null	OG0016341	0	0	1	2	3	0	0	0	0	0	0
null	OG0016342	0	0	1	1	2	0	0	1	0	0	3
null	OG0016343	0	0	2	2	0	1	0	0	0	0	0
null	OG0016344	0	0	2	1	1	1	0	0	1	0	0
null	OG0016345	0	0	1	0	1	0	1	0	0	1	1
null	OG0016346	0	0	2	1	1	2	0	0	0	1	0
null	OG0016347	0	0	1	0	2	1	0	0	0	0	1
null	OG0016348	0	0	1	1	1	1	0	1	0	0	0
null	OG0016349	0	0	2	1	2	1	0	1	0	0	0
null	OG0016350	0	0	2	2	2	1	0	0	0	0	0
null	OG0016351	0	0	1	1	1	1	0	0	0	2	0
null	OG0016352	0	0	4	1	1	1	0	0	0	0	0
null	OG0016353	0	0	2	1	2	1	0	0	0	0	0
null	OG0016354	0	0	2	1	3	0	0	0	0	0	0
null	OG0016355	0	0	2	2	1	0	0	0	0	2	0
null	OG0016356	0	0	1	1	1	1	1	1	0	0	0
null	OG0016357	0	0	1	1	1	1	1	0	0	1	1
null	OG0016358	0	0	1	1	1	1	0	0	0	1	2
null	OG0016359	0	0	1	0	0	2	0	0	0	1	1
null	OG0016360	0	0	1	2	1	1	0	0	0	0	2
null	OG0016361	0	0	1	1	2	0	0	0	0	0	1
null	OG0016362	0	0	1	1	2	1	0	0	0	0	0
null	OG0016363	0	0	2	1	2	1	0	0	0	0	0
null	OG0016364	0	0	2	2	2	0	0	0	0	1	0
null	OG0016365	0	0	2	1	0	3	0	0	0	0	1
null	OG0016366	0	0	6	1	0	1	0	0	0	0	0
null	OG0016367	0	0	1	1	1	1	0	0	1	1	1
null	OG0016368	0	0	3	2	1	0	0	0	0	0	0
null	OG0016369	0	0	1	1	1	3	0	0	0	0	1
null	OG0016370	0	0	1	1	2	3	0	0	0	0	0
null	OG0016371	0	0	1	2	2	1	0	0	0	0	0
null	OG0016372	0	0	1	1	0	1	1	0	0	0	2
null	OG0016373	0	0	2	0	1	3	0	0	0	0	0
null	OG0016374	0	0	2	1	0	1	0	0	0	0	0
null	OG0016375	0	0	1	2	1	3	0	0	0	0	0
null	OG0016376	0	0	1	2	1	2	0	0	1	0	0
null	OG0016377	0	0	1	2	2	0	0	0	0	0	1
null	OG0016378	0	0	1	0	1	1	0	0	0	1	1
null	OG0016379	0	0	1	1	1	2	1	0	0	1	0
null	OG0016380	0	0	1	1	1	1	1	0	0	1	1
null	OG0016381	0	0	1	0	0	1	1	1	1	1	1
null	OG0016382	0	0	1	1	1	1	0	0	0	1	1
null	OG0016383	0	0	1	1	2	1	0	0	0	1	1
null	OG0016384	0	0	2	1	1	1	1	0	0	1	0
null	OG0016385	0	0	1	1	1	0	1	0	0	1	1
null	OG0016386	0	0	2	1	1	1	1	0	0	1	1
null	OG0016387	0	0	1	1	1	1	1	0	0	1	0
null	OG0016388	0	0	1	1	1	1	0	0	0	1	2
null	OG0016389	0	0	1	2	1	0	1	1	0	1	0
null	OG0016390	0	0	2	1	2	2	0	0	0	0	0
null	OG0016391	0	0	2	2	0	2	0	0	0	0	0
null	OG0016392	0	0	1	1	1	1	1	0	1	1	0
null	OG0016393	0	0	2	1	0	2	0	0	0	1	0
null	OG0016394	0	0	1	1	1	1	0	0	0	0	0
null	OG0016395	0	0	1	2	1	1	0	0	0	1	0
null	OG0016396	0	0	1	1	1	0	0	0	0	1	0
null	OG0016397	0	0	1	1	1	1	0	0	0	0	0
null	OG0016398	0	0	1	1	1	4	0	0	0	0	0
null	OG0016399	0	0	1	3	0	1	0	0	0	0	0
null	OG0016400	0	0	1	2	0	1	0	0	0	0	0
null	OG0016401	0	0	1	0	1	6	0	0	0	0	0
null	OG0016402	0	0	1	1	1	2	1	0	0	1	1
null	OG0016403	0	0	1	3	2	0	0	0	0	0	0
null	OG0016404	0	0	2	1	2	2	0	0	0	0	0
null	OG0016405	0	0	1	1	1	0	1	1	0	1	1
null	OG0016406	0	0	1	1	1	2	0	0	0	1	1
null	OG0016407	0	0	1	1	1	1	0	1	0	0	1
null	OG0016408	0	0	1	1	1	1	0	0	0	1	1
null	OG0016409	0	0	1	0	1	1	1	1	1	0	0
null	OG0016410	0	0	1	1	1	1	1	0	0	0	1
null	OG0016411	0	0	1	1	1	1	1	0	0	1	1
null	OG0016412	0	0	1	1	1	1	0	0	0	1	0
null	OG0016413	0	0	1	1	1	0	0	0	0	1	1
null	OG0016414	0	0	1	0	1	0	1	1	1	1	1
null	OG0016415	0	0	2	1	1	0	1	0	0	1	0
null	OG0016416	0	0	2	2	1	2	0	0	0	0	0
null	OG0016417	0	0	1	1	1	1	0	2	0	0	0
null	OG0016418	0	0	1	0	1	0	0	0	0	1	1
null	OG0016419	0	0	1	1	1	1	0	0	0	1	1
null	OG0016420	0	0	1	1	1	1	1	0	0	1	0
null	OG0016421	0	0	1	1	1	1	0	0	0	1	1
null	OG0016422	0	0	2	1	1	0	0	0	0	1	1
null	OG0016423	0	0	1	5	2	0	0	0	0	0	0
null	OG0016424	0	0	1	0	0	3	1	0	0	1	1
null	OG0016425	0	0	2	2	0	0	0	0	0	0	0
null	OG0016426	0	0	2	1	2	1	0	0	0	0	0
null	OG0016427	0	0	1	1	1	1	1	0	0	1	1
null	OG0016428	0	0	1	1	1	1	0	0	1	1	1
null	OG0016429	0	0	2	1	2	1	0	0	0	0	0
null	OG0016430	0	0	1	1	1	0	1	1	1	1	1
null	OG0016431	0	0	1	1	1	0	1	1	1	1	1
null	OG0016432	0	0	1	1	1	1	0	0	0	1	1
null	OG0016433	0	0	1	1	1	1	1	0	0	1	1
null	OG0016434	0	0	1	1	1	0	1	1	0	1	1
null	OG0016435	0	0	1	1	1	1	1	1	0	1	0
null	OG0016436	0	0	1	1	0	1	1	0	0	1	1
null	OG0016437	0	0	2	1	1	1	0	0	1	0	1
null	OG0016438	0	0	1	1	1	1	0	0	0	1	2
null	OG0016439	0	0	1	1	0	0	1	1	0	1	1
null	OG0016440	0	0	1	1	1	0	1	1	0	1	1
null	OG0016441	0	0	1	0	1	0	1	0	1	1	1
null	OG0016442	0	0	3	0	1	0	0	0	0	0	0
null	OG0016443	0	0	1	1	1	0	2	0	0	1	1
null	OG0016444	0	0	1	1	1	1	1	0	0	1	1
null	OG0016445	0	0	1	0	0	1	1	1	0	1	1
null	OG0016446	0	0	1	1	1	0	1	1	0	1	0
null	OG0016447	0	0	1	0	1	0	1	1	1	1	0
null	OG0016448	0	0	1	1	1	0	1	1	0	1	1
null	OG0016449	0	0	1	1	1	1	1	0	0	1	1
null	OG0016450	0	0	1	1	1	2	0	0	0	0	1
null	OG0016451	0	0	1	3	2	1	0	0	0	0	0
null	OG0016452	0	0	1	2	1	1	0	0	0	0	1
null	OG0016453	0	0	1	2	0	2	0	0	0	0	2
null	OG0016454	0	0	1	2	2	2	0	0	0	0	0
null	OG0016455	0	0	3	2	1	0	0	0	0	0	0
null	OG0016456	0	0	1	2	1	0	0	0	0	1	1
null	OG0016457	0	0	1	1	1	1	1	1	1	1	0
null	OG0016458	0	0	1	1	1	1	1	0	0	1	1
null	OG0016459	0	0	1	1	1	1	1	0	0	1	1
null	OG0016460	0	0	1	1	1	4	0	0	0	0	0
null	OG0016461	0	0	2	1	0	3	0	0	0	0	0
null	OG0016462	0	0	3	1	0	1	0	0	0	0	0
null	OG0016463	0	0	2	1	2	1	0	0	0	0	0
null	OG0016464	0	0	1	1	1	1	1	0	0	1	1
null	OG0016465	0	0	1	1	1	1	0	1	1	0	0
null	OG0016466	0	0	1	1	1	1	0	1	0	0	1
null	OG0016467	0	0	3	1	1	2	0	0	0	0	0
null	OG0016468	0	0	3	2	1	1	0	0	0	0	0
null	OG0016469	0	0	1	1	1	1	0	1	0	1	0
null	OG0016470	0	0	1	1	1	1	1	0	0	2	0
null	OG0016471	0	0	1	1	2	1	1	0	0	0	1
null	OG0016472	0	0	1	1	1	1	0	0	0	2	0
null	OG0016473	0	0	1	1	0	1	1	0	0	1	1
null	OG0016474	0	0	1	1	2	1	0	0	0	0	1
null	OG0016475	0	0	1	1	1	1	1	0	0	1	1
null	OG0016476	0	0	1	1	1	2	0	0	0	0	0
null	OG0016477	0	0	1	2	3	1	0	0	0	0	0
null	OG0016478	0	0	1	1	2	3	0	0	0	0	0
null	OG0016479	0	0	1	1	1	1	1	0	0	1	1
null	OG0016480	0	0	1	0	1	1	1	0	0	1	1
null	OG0016481	0	0	1	0	1	1	0	0	1	1	1
null	OG0016482	0	0	1	1	1	1	1	0	1	1	0
null	OG0016483	0	0	1	1	1	0	1	1	0	1	1
null	OG0016484	0	0	1	1	3	1	0	0	1	0	0
null	OG0016485	0	0	1	1	1	1	1	0	0	2	0
null	OG0016486	0	0	1	1	1	1	0	1	2	0	0
null	OG0016487	0	0	1	1	1	1	2	0	0	1	0
null	OG0016488	0	0	1	1	1	3	0	0	0	0	1
null	OG0016489	0	0	1	2	2	2	0	0	0	0	0
null	OG0016490	0	0	2	1	2	2	0	0	0	0	0
null	OG0016491	0	0	1	2	1	1	0	1	1	0	0
null	OG0016492	0	0	1	1	2	1	0	0	0	0	0
null	OG0016493	0	0	1	3	3	0	0	0	0	0	0
null	OG0016494	0	0	2	1	1	2	0	0	0	0	0
null	OG0016495	0	0	1	1	1	1	1	0	0	1	0
null	OG0016496	0	0	2	1	1	2	0	0	0	0	0
null	OG0016497	0	0	1	1	1	1	0	0	0	0	2
null	OG0016498	0	0	3	2	1	0	0	0	0	0	0
null	OG0016499	0	0	1	1	2	2	0	0	0	0	0
null	OG0016500	0	0	1	1	3	2	0	0	0	0	0
null	OG0016501	0	0	1	0	1	1	0	0	2	0	0
null	OG0016502	0	0	1	2	2	1	0	0	0	0	0
null	OG0016503	0	0	1	0	1	0	0	0	0	0	2
null	OG0016504	0	0	2	2	1	1	0	0	0	0	0
null	OG0016505	0	0	2	1	1	2	0	0	0	0	0
null	OG0016506	0	0	4	1	2	0	0	0	0	0	0
null	OG0016507	0	0	1	1	1	4	0	0	0	0	0
null	OG0016508	0	0	1	1	0	1	0	1	0	0	0
null	OG0016509	0	0	1	1	2	2	0	0	0	0	1
null	OG0016510	0	0	1	1	1	2	0	0	1	0	1
null	OG0016511	0	0	2	1	1	1	0	0	0	1	1
null	OG0016512	0	0	1	1	1	1	0	1	0	1	1
null	OG0016513	0	0	1	3	2	1	0	0	0	0	0
null	OG0016514	0	0	2	3	1	1	0	0	0	0	0
null	OG0016515	0	0	2	1	3	0	0	0	0	0	0
null	OG0016516	0	0	2	2	1	1	0	0	0	0	0
null	OG0016517	0	0	1	3	1	1	0	0	0	0	0
null	OG0016518	0	0	2	3	1	0	0	0	0	0	0
null	OG0016519	0	0	4	1	1	1	0	0	0	0	0
null	OG0016520	0	0	2	1	2	0	0	0	0	0	0
null	OG0016521	0	0	3	3	0	0	0	0	0	0	0
null	OG0016522	0	0	1	0	1	2	0	0	0	0	0
null	OG0016523	0	0	1	2	2	1	0	0	0	0	0
null	OG0016524	0	0	1	1	1	3	0	0	0	0	0
null	OG0016525	0	0	1	1	2	0	0	0	0	0	0
null	OG0016526	0	0	2	2	1	0	0	0	0	0	0
null	OG0016527	0	0	1	1	4	0	0	0	0	0	0
null	OG0016528	0	0	2	1	1	0	0	0	0	0	0
null	OG0016529	0	0	1	1	0	0	0	0	0	1	2
null	OG0016530	0	0	1	1	1	1	1	0	0	1	1
null	OG0016531	0	0	3	1	2	1	0	0	0	0	0
null	OG0016532	0	0	1	1	1	1	1	0	0	1	1
null	OG0016533	0	0	2	3	1	1	0	0	0	0	0
null	OG0016534	0	0	2	1	0	1	0	0	1	0	2
null	OG0016535	0	0	2	1	1	1	0	0	0	0	0
null	OG0016536	0	0	1	2	2	2	0	0	0	0	0
null	OG0016537	0	0	1	2	2	2	0	0	0	0	0
null	OG0016538	0	0	1	2	4	0	0	0	0	0	0
null	OG0016539	0	0	1	1	1	1	0	0	2	0	0
null	OG0016540	0	0	1	1	1	1	1	0	1	0	1
null	OG0016541	0	0	2	1	2	1	0	0	0	0	0
null	OG0016542	0	0	2	1	1	2	0	0	0	0	0
null	OG0016543	0	0	1	2	1	3	0	0	0	0	0
null	OG0016544	0	0	1	1	1	1	0	1	1	0	1
null	OG0016545	0	0	1	1	1	1	0	0	0	0	3
null	OG0016546	0	0	1	1	1	1	0	0	0	0	0
null	OG0016547	0	0	3	2	2	0	0	0	0	0	0
null	OG0016548	0	0	1	1	1	1	1	0	0	0	2
null	OG0016549	0	0	2	1	2	1	1	0	0	0	0
null	OG0016550	0	0	2	1	1	2	0	0	0	0	0
null	OG0016551	0	0	2	1	1	1	1	0	0	1	0
null	OG0016552	0	0	1	1	1	1	1	0	0	1	1
null	OG0016553	0	0	2	1	2	2	0	0	0	0	0
null	OG0016554	0	0	1	1	1	1	0	0	0	1	2
null	OG0016555	0	0	1	1	1	1	1	0	0	2	0
null	OG0016556	0	0	1	2	2	2	0	0	0	0	0
null	OG0016557	0	0	1	1	2	1	0	0	0	1	1
null	OG0016558	0	0	1	1	1	4	0	0	0	0	0
null	OG0016559	0	0	1	0	7	0	0	0	0	0	0
null	OG0016560	0	0	1	1	1	2	0	0	0	0	1
null	OG0016561	0	0	2	3	1	0	0	0	0	0	0
null	OG0016562	0	0	1	1	1	1	0	0	0	1	1
null	OG0016563	0	0	1	2	2	2	0	0	0	0	0
null	OG0016564	0	0	1	1	2	2	0	0	0	0	0
null	OG0016565	0	0	1	2	2	2	0	0	0	0	0
null	OG0016566	0	0	1	1	1	4	0	0	0	0	0
null	OG0016567	0	0	1	1	1	1	0	1	1	0	1
null	OG0016568	0	0	1	1	1	2	0	1	0	0	0
null	OG0016569	0	0	1	2	2	1	0	0	0	0	0
null	OG0016570	0	0	1	1	1	3	0	0	0	0	0
null	OG0016571	0	0	1	4	2	1	0	0	0	0	0
null	OG0016572	0	0	1	0	1	1	1	0	0	1	1
null	OG0016573	0	0	2	1	2	0	0	1	0	0	0
null	OG0016574	0	0	1	1	1	1	1	0	0	1	1
null	OG0016575	0	0	1	0	1	0	1	1	1	1	0
null	OG0016576	0	0	1	0	1	0	1	1	0	1	1
null	OG0016577	0	0	1	1	1	3	0	0	0	0	0
null	OG0016578	0	0	1	1	1	1	1	1	0	0	1
null	OG0016579	0	0	1	1	4	1	0	0	0	0	0
null	OG0016580	0	0	1	1	1	3	0	0	0	1	1
null	OG0016581	0	0	1	0	1	0	1	1	1	1	0
null	OG0016582	0	0	1	1	1	1	1	1	0	1	0
null	OG0016583	0	0	1	1	1	0	1	1	0	1	1
null	OG0016584	0	0	1	1	0	0	1	1	1	1	1
null	OG0016585	0	0	1	1	1	1	0	1	1	0	1
null	OG0016586	0	0	1	1	1	1	0	0	0	1	1
null	OG0016587	0	0	1	1	1	0	1	1	0	1	0
null	OG0016588	0	0	1	1	1	1	0	0	1	1	1
null	OG0016589	0	0	1	1	1	1	0	0	0	2	1
null	OG0016590	0	0	1	0	1	0	0	2	0	1	1
null	OG0016591	0	0	1	1	0	1	1	0	0	1	2
null	OG0016592	0	0	1	0	1	1	1	0	0	1	1
null	OG0016593	0	0	1	1	2	1	0	0	0	0	2
null	OG0016594	0	0	1	1	1	1	0	1	0	0	0
null	OG0016595	0	0	2	1	1	2	0	0	0	0	0
null	OG0016596	0	0	3	1	2	1	0	0	0	0	0
null	OG0016597	0	0	2	1	1	2	0	0	0	0	0
null	OG0016598	0	0	2	1	1	3	0	0	0	0	0
null	OG0016599	0	0	2	1	1	3	0	0	0	0	0
null	OG0016600	0	0	2	1	1	0	1	0	0	2	0
null	OG0016601	0	0	1	1	1	4	0	0	0	0	0
