Desc	Family	PX356	PX439	CLATE	JU1373	NIC58	PX506	CBREN	CBRIG	CELEG	CINOP	CNIGO	CSINI
null	OG0010635	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010636	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010637	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010638	1	0	0	1	1	0	2	1	3	1	1	1
null	OG0010639	1	1	1	1	1	1	2	1	1	1	1	0
null	OG0010640	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010641	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010642	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010643	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010644	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010645	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010646	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010647	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010648	1	0	0	1	1	1	3	1	1	1	1	1
null	OG0010649	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010650	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010651	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010652	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010653	1	1	1	1	1	1	1	1	1	1	1	0
null	OG0010654	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010655	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010656	1	1	1	1	1	1	2	1	1	1	1	0
null	OG0010657	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010658	1	2	1	1	1	1	2	1	1	0	1	0
null	OG0010659	1	0	0	1	1	0	2	2	2	0	1	2
null	OG0010660	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010661	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010662	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010663	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010664	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010665	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010666	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010667	1	1	1	1	1	1	0	1	2	1	1	1
null	OG0010668	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010669	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010670	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010671	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010672	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010673	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010674	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010675	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010676	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010677	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010678	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010679	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010680	1	1	1	1	1	1	2	1	1	1	1	0
null	OG0010681	1	1	1	1	1	0	3	1	1	1	1	0
null	OG0010682	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010683	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010684	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010685	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010686	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010687	1	1	1	1	1	1	2	1	1	1	1	0
null	OG0010688	1	1	1	1	1	1	2	1	1	1	1	0
null	OG0010689	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010690	1	0	1	1	1	1	1	1	2	1	1	1
null	OG0010691	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010692	1	0	1	1	1	1	2	1	1	1	1	1
null	OG0010693	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010694	1	1	1	1	2	1	1	1	1	1	1	1
null	OG0010695	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010696	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010697	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010698	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010699	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010700	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010701	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010702	1	1	1	1	1	1	2	1	1	1	0	1
null	OG0010703	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010704	1	1	1	0	0	1	3	1	1	1	1	1
null	OG0010705	1	0	1	1	1	1	2	1	1	1	1	1
null	OG0010706	1	1	1	1	1	0	2	2	2	0	1	0
null	OG0010707	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010708	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010709	1	1	1	1	1	1	2	1	1	1	1	0
null	OG0010710	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010711	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010712	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010713	1	1	1	1	1	1	1	1	2	1	1	0
null	OG0010714	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010715	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010716	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010717	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010718	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010719	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010720	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010721	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010722	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010723	1	1	1	1	1	1	2	1	0	1	1	1
null	OG0010724	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010725	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010726	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010727	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010728	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010729	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010730	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010731	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010732	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010733	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010734	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010735	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010736	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010737	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010738	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010739	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010740	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010741	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010742	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010743	1	1	1	1	1	1	1	1	1	0	1	2
null	OG0010744	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010745	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010746	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010747	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010748	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010749	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010750	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010751	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010752	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010753	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010754	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010755	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010756	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010757	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010758	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010759	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010760	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010761	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010762	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010763	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010764	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010765	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010766	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010767	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010768	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010769	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010770	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010771	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010772	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010773	1	1	1	1	1	1	0	1	1	1	1	2
null	OG0010774	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010775	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010776	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010777	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010778	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010779	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010780	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010781	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010782	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010783	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010784	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010785	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010786	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010787	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010788	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010789	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010790	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010791	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010792	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010793	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010794	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010795	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010796	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010797	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010798	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010799	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010800	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010801	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010802	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010803	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010804	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010805	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010806	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010807	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010808	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010809	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010810	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010811	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010812	1	1	2	1	1	0	1	1	1	1	1	1
null	OG0010813	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010814	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010815	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010816	1	1	1	1	1	1	0	1	1	1	2	1
null	OG0010817	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010818	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010819	1	1	1	0	1	1	1	1	1	2	1	1
null	OG0010820	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010821	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010822	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010823	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010824	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010825	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010826	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010827	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010828	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010829	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010830	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010831	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010832	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010833	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010834	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010835	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010836	1	1	1	1	1	1	2	1	1	1	0	1
null	OG0010837	1	1	1	1	1	1	2	1	1	1	1	0
null	OG0010838	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010839	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010840	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010841	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010842	1	1	1	1	1	2	0	1	1	1	1	1
null	OG0010843	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010844	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010845	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010846	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010847	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010848	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010849	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010850	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010851	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010852	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010853	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010854	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010855	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010856	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010857	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010858	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010859	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010860	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010861	1	1	1	0	1	1	2	1	1	1	1	1
null	OG0010862	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010863	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010864	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010865	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010866	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010867	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010868	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010869	1	1	0	1	1	1	2	1	1	1	1	1
null	OG0010870	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010871	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010872	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010873	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010874	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010875	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010876	1	1	1	1	1	1	2	1	1	1	1	0
null	OG0010877	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010878	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010879	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010880	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010881	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010882	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010883	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010884	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010885	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010886	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010887	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010888	1	1	1	1	1	1	1	2	1	1	1	0
null	OG0010889	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010890	1	1	1	1	1	1	1	1	2	1	1	1
null	OG0010891	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010892	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010893	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010894	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010895	1	1	1	1	1	1	2	1	1	1	0	1
null	OG0010896	1	1	1	1	1	1	2	0	1	1	1	1
null	OG0010897	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010898	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010899	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010900	1	1	1	0	1	1	2	1	1	1	1	1
null	OG0010901	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010902	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010903	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010904	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010905	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010906	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010907	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010908	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010909	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010910	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010911	1	1	1	1	1	1	0	2	1	1	1	1
null	OG0010912	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010913	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010914	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010915	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010916	1	1	1	1	1	1	2	1	1	1	0	1
null	OG0010917	1	1	1	1	1	1	2	1	1	1	1	0
null	OG0010918	1	1	1	1	1	1	1	1	0	0	2	2
null	OG0010919	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010920	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010921	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010922	1	0	1	1	1	1	2	1	1	1	1	1
null	OG0010923	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010924	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010925	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010926	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010927	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010928	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010929	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010930	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010931	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010932	1	1	1	1	0	1	2	1	1	1	1	1
null	OG0010933	1	1	0	1	1	1	1	1	1	2	1	1
null	OG0010934	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010935	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010936	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010937	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010938	1	1	1	1	1	1	2	1	0	1	1	1
null	OG0010939	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010940	1	0	0	2	2	1	3	1	1	0	1	1
null	OG0010941	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010942	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010943	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010944	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010945	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010946	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010947	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010948	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010949	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010950	1	1	0	1	1	1	2	1	1	1	1	1
null	OG0010951	1	1	1	0	1	1	2	1	1	1	1	1
null	OG0010952	1	0	1	1	1	1	2	1	1	1	1	1
null	OG0010953	1	1	0	1	2	1	2	1	1	0	1	1
null	OG0010954	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010955	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010956	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010957	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010958	1	0	0	1	1	1	2	1	1	2	1	1
null	OG0010959	1	1	1	1	2	1	0	1	1	1	1	1
null	OG0010960	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010961	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010962	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010963	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010964	1	1	1	1	1	1	2	1	1	1	1	0
null	OG0010965	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010966	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010967	1	1	1	1	1	1	2	1	1	0	1	1
null	OG0010968	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010969	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010970	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010971	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010972	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010973	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010974	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010975	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010976	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010977	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010978	1	0	1	1	1	1	2	1	1	1	1	1
null	OG0010979	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010980	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010981	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010982	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0010983	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010984	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010985	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010986	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010987	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010988	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010989	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010990	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010991	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010992	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010993	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010994	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010995	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010996	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010997	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010998	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0010999	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011000	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011001	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011002	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011003	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0011004	1	1	1	0	1	1	1	1	1	2	1	1
null	OG0011005	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011006	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011007	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011008	1	1	1	1	1	1	0	1	1	1	1	1
null	OG0011009	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011010	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0011011	1	1	2	1	1	1	1	1	1	1	1	0
null	OG0011012	1	1	2	1	1	1	1	1	0	1	1	1
null	OG0011013	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011014	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011015	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011016	1	1	1	1	0	1	2	1	1	1	1	1
null	OG0011017	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011018	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011019	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011020	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011021	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011022	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011023	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011024	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011025	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011026	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011027	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011028	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011029	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011030	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011031	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011032	1	1	1	1	1	1	2	1	1	1	1	0
null	OG0011033	1	1	1	1	1	0	2	1	1	1	1	1
null	OG0011034	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011035	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011036	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011037	1	1	0	1	1	1	2	1	1	1	1	1
null	OG0011038	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011039	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011040	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011041	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011042	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011043	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011044	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011045	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011046	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011047	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011048	1	2	1	1	1	1	1	1	1	1	1	1
null	OG0011049	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011050	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011051	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011052	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011053	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011054	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011055	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011056	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011057	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011058	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011059	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011060	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011061	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011062	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011063	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011064	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011065	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011066	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011067	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011068	1	1	1	1	1	1	1	1	1	1	1	1
null	OG0011069	1	1	1	1	1	1	1	1	1	1	1	1
